
"QA Engineer","Sr. Quality Assurance Engineer","OpenText","Bengaluru, Karnataka, India","14 hours ago","62 people clicked apply","Apply","No","About the job
            

            
                
                  OPENTEXT OpenText is a global leader in information management, where innovation, creativity, and collaboration are the key components of our corporate culture. As a member of our team, you will have the opportunity to partner with the most highly regarded companies in the world, tackle complex issues, and contribute to projects that shape the future of digital transformation.Your ImpactAs a Senior Quality Assurance engineer, you will perform software testing tasks as a testing resource along with managing the execution of test efforts, implements test automation strategy, communicates on status, issues, objectives and initiatives. Strives to continually learn and understand latest software testing methodologies and tools to ensure a high level of expertise.What The Role Offers      Understand requirements.Prepare / Update test cases based on the requirementsCreate Test Data and Execute Test Cases.Report test results / metricsTrack Defects to ClosureCo-ordinate / discuss with developers/stakeholders as requiredEnsure on-time delivery with qualityCross team coordination.Develop/maintain test automation scripts
What You Need To Succeed      Bachelor’s degree in computer science, computer engineering or equivalent combination of technical education and experience7 to 9 years of industry experience in automation testing (Selenium, Rest Assured)Experience programming language JavaKnowledge on OOP’s conceptProficient in Test case scenario / test case designing and preparationGood knowledge on Defect tracking, test life cycleHandle testing of the assigned modules independently.Hands on experience on Selenium & Rest assured framework
One Last ThingOpenText is more than just a corporation, it's a global community where trust is foundational, the bar is raised, and outcomes are owned.Join us on our mission to drive positive change through privacy, technology, and collaboration.At OpenText, we don't just have a culture; we have character. Choose us because you want to be part of a company that embraces innovation and empowers its employees to make a difference.OpenText's efforts to build an inclusive work environment go beyond simply complying with applicable laws. Our Employment Equity and Diversity Policy provides direction on maintaining a working environment that is inclusive of everyone, regardless of culture, national origin, race, color, gender, gender identification, sexual orientation, family status, age, veteran status, disability, religion, or other basis protected by applicable laws.If you need assistance and/or a reasonable accommodation due to a disability during the application or recruiting process, please contact us at hr@opentext.com. Our proactive approach fosters collaboration, innovation, and personal growth, enriching OpenText's vibrant workplace.44670"
"QA Engineer","SDET","Trellix","Bengaluru, Karnataka, India","13 hours ago","29 people clicked apply","Apply","No","About the job
            

            
                
                  Job Title:SDETAbout Trellix:Trellix, the trusted CISO ally, is redefining the future of cybersecurity and soulful work. Our comprehensive, GenAI-powered platform helps organizations confronted by today’s most advanced threats gain confidence in the protection and resilience of their operations. Along with an extensive partner ecosystem, we accelerate technology innovation through artificial intelligence, automation, and analytics to empower over 53,000 customers with responsibly architected security solutions.We also recognize the importance of closing the 4-million-person cybersecurity talent gap. We aim to create a home for anyone seeking a meaningful future in cybersecurity and look for candidates across industries to join us in soulful work. More at https://www.trellix.com/.Role Overview:Software Quality EngineerAbout the Role:      Take ownership of test planning, design, and execution for FTE components, including features and bug fixes. Create automated tests primarily using Python; C++ development experience is also beneficial. Design new testing solutions and create test harnesses as needed. Contribute to the development and maintenance of test automation infrastructure and tools. Increase product automation coverage. Review functional specifications and design documents, providing timely feedback. Design and automate non-functional tests, and perform manual testing as required. Analyze test results to identify and report regression issues. Identify and report issues promptly. Reproduce and debug issues, providing accurate details in defect reports, and verify fixes. Work primarily in a Windows environment, with occasional tasks in Mac and Linux environments. Follow best practices for software development and testing. Coordinate testing activities and collaborate closely with team members, as well as liaise with external teams when necessary. Plan and prioritize tasks to meet project commitments. Review product and test code changes. Perform end-to-end integration testing across different environments. Set up and manage VMs on VMware ESX servers. 
About You :      A minimum of 3+ years of experience as Software QA Engineer or SDETGood understanding of Python, including intermediate topics like OOP. Demonstrable experience in writing automated tests with Python. Strong knowledge in software testing methodologies and test case design techniques and tools. Experience in test planning and design. Familiarity with the Secure Software Development Life Cycle. Hands-on experience with version control systems such as Git. Proficiency in using bug tracking tools like Jira. Experience in Agile or Scrum software development methodologies. Strong background in Windows Operating Systems and Windows API. Good analytical skills with the ability to analyze issues through system and product logs. Good verbal and written English skills. Self-driven and passionate about testing and development. Experience with virtualization software like VMware. Familiarity with tools like WinDbg, Procmon, and Wireshark is desirable. Experience in crash dump analysis and debugging using core dumps, memory dumps, and crash dumps is desirable. Experience with Python web development frameworks like Django is desirable. Knowledge of HTML and CSS is desirable. Experience with relational databases like PostgreSQL and MySQL is desirable. Experience with C/C++ is desirable. Cybersecurity experience is desirable. CI/CD experience is desirable. Cloud computing experience is desirable. 
Company Benefits and Perks:We work hard to embrace diversity and inclusion and encourage everyone to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.      Retirement PlansMedical, Dental and Vision CoveragePaid Time OffPaid Parental LeaveSupport for Community Involvement
We're serious about our commitment to diversity which is why we prohibit discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status."
"QA Engineer","Senior Quality Engineer II (Automation - Selenium","Optum","Hyderabad, Telangana, India","9 hours ago","14 people clicked apply","Apply","No","About the job
            

            
                
                  Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start Caring. Connecting. Growing together.Primary Responsibilities      Ensure high software qualityWork as part of the team to achieve key business objectivesWork on large, complex projects to achieve key business objectivesCollaborate with the team on application architecture design, decision-making and process automationWork on a time sensitive and highly visibility initiative to stabilize the existing regression suite and bring it up to date with the latest code base to test web and mobile OS or browsers combinationsAssist with solutions to validate complex scenarios at a code or infrastructure levelReview issues found via automation or manual testing to determine if there are environmental issuesDetermine root cause of issues (i.e. database, file systems, etc.) and work with the Development teams to resolve themProvide feedback to the teams on improvements and assist in coming up with a sustainable maintenance process. Experience in Agile testing methodologies will help.Provide alternate design solutions in automation phaseDesign and implement test enhancements in collaboration with development team through automationTroubleshoot post-production issues and identify root causePredict emerging customer needs and develop test plan to meet themParticipate in the development of test strategy and test planInfluence senior leadership to adopt new ideas, products, and/or approachesComply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so
Required Qualifications      Undergraduate degree in IT field or equivalent experience7+ years quality assurance experience in Agile Development environments5+ years experience with automated testing tools or equivalent automation skills- Selenium3+ years experience with web-based application testing3+ years experience with integration testing between applications1+ years Cypress, test framework architecture, Rest assuredDemonstrable experience working with NoSQL and relational databasesSolid experience with integration testing using API (i.e., Rest / Graph), Event Hub (i.e. Kafka)Working experience with one or more of the following test tools and frameworks: Selenium, Jmeter, Gatling, Spock, Source Labs, Pearcy, Puppeteer etc.Solid experience working with cross-browser testingExperience in Software Development Testing (Unit testing, Acceptance Testing UI automation, API testing, Performance Testing)Experience in researching and evaluating new QA automation tools and processExperience setting up Testing Frameworks from scratch with the ability to determine and analyze various tools and concepts.Demonstrable experience working with relational (row and column store) databases as well as NoSQL databasesExperience working in an Agile environmentExposure to working in the healthcare industryKnowledge and practical experience testing React.js and Java applicationsFamiliarity with Agile Software Development MethodologiesThorough working knowledge of software testing methodologies and the testing life cycleExpertise in testing using Data Expectations for Data Quality purposes Knowledge of manual testing concepts such as exploratory testingAbility to define, participate in high level testing strategy discussions.Ability to organize and lead complex discussions around solutioning QA process and automation tools
Preferred Qualification      Experience using tools such as Databricks and/or Great Expectations
At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone-of every race, gender, sexuality, age, location and income-deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes — an enterprise priority reflected in our mission."
"QA Engineer","Software Engineer in Test","NAB","Gurugram, Haryana, India","1 hour ago","92 applicants","Easy Apply","No","About the job
            

            
                
                  Essential Experience & capabilities / skills•5-8 years of quality engineering experience and strong Software Automation Testing mindset.•Strong programming skills in Java, Cypress/Python•Proficiency with automation testing tools and/or other comparable technologies.•Experience of creating UI Automation Frameworks and Test Suites using Selenium, Cucumber, Page Object Design Pattern, Page Factory, TestNG etc.•Experience of creating API /Backend Automation Frameworks and Test Suites using Rest Assured, Junit, Mockito, Spring Boot, Cucumber , Kafka/ MQ, Wiremock, PostGres•Cloud and CI/CD Experience - Knowledge of AWS, Azure, Docker & Kubernetes, Jenkins•Strong experience of performing functional testing in different phases of software development life cycle and in CI/CD projects•Proficient in creating/ maintaining Test Beds and Test Docs•Knowledge of software development, software design, and overall system architecture•Experience of leading a small team and exhibit leadership qualities• Experience in testing scalable web services (REST or SOAP) and APIs in a microservices architecture.• Experience in scripting language like Perl/Python/JavaScript/Ruby/Shell scripting.• Experience in Performance testing using Scala/Jmeter• Experience in Java Script based automation framework, example - Cypress"
"QA Engineer","Test Automation Specialist","Infosys","Bengaluru, Karnataka, India","12 hours ago","36 people clicked apply","Apply","No","About the job
            

            
                
                  About Infosys:Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.Visit www.infosys.com to see how Infosys can help your enterprise navigate your next.Roles & Responsibilities:      As part of the Infosys testing team, your primary role would be to Develop test plan, prepare effort estimation and schedule for project executionYou will prepare test cases, review test case result and anchor defects prevention activities and interface with customers for issue resolutionYou will ensure effective test execution by reviewing knowledge management activities and adhere to the organizational guidelines and processesAdditionally, you will anchor testing requirements, develop test strategy, track, monitor project plans and prepare solution delivery of projects along with reviewing of test plans, test cases and test scriptsYou will develop project quality plans, validate defective prevention plans.
Additional Responsibilities:      Ability to work closely with other QA testers and project teamTest design, architecture and scripting knowledgeExperience in developing test cases and test plansKnowledge of software test life cycle activities and agile methodologies Analytical and client interfacing skills Team coordination 
Skillset: Automation testing with TOSCA, Mainframe testing, Selenium, JavaExperience: 2-6YearsLocation: Pune/ Hyderabad/ Kolkata"
"QA Engineer","Senior Software Development Engineer in Test - Automation Testing, .Net, Cypress/Selenium","Ivanti","Bengaluru, Karnataka, India","15 hours ago","17 people clicked apply","Apply","No","About the job
            

            
                
                  Who We AreIn today’s work environment, employees use a myriad of devices to access IT applications and data over multiple networks to stay productive, wherever and however they work. Ivanti elevates and secures Everywhere Work so that people and organizations can thrive.While our headquarters is in the U.S., half of our employees and customers are outside the country. We have 36 offices in 23 nations, with significant offices in London, Frankfurt, Paris, Sydney, Shanghai, Singapore, and other major cities around the world.Ivanti’s mission is to be a global technology leader enabling organizations to elevate Everywhere Work, automating tasks that discover, manage, secure, and service all their IT assets. Through diverse and inclusive hiring, decision-making, and commitment to our employees and partners, we will continue to build and deliver world-class solutions for our customers.Our Culture - Everywhere Work Centered Around YouAt Ivanti, our success begins with our people. This is why we embrace Everywhere Work across the globe, where Ivantians and our customers are thriving. We believe in a healthy work-life blend and act on it by fostering a culture where all perspectives are heard, respected, and valued. Through Ivanti’s Centered Around You approach, our employees benefit from programs focused on their professional development and career growth.We align through our core values by locking arms in collaboration, being champions for our customers, focusing on the outcomes that matter most and fighting the good fight against cyber-attacks. Are you ready to join us on the journey to elevate Everywhere Work?Why We Need You!       As a Senior Developer in Test -You will be a senior Automation engineer in Neurons ITSM team thereby driving the team and product to success Perform Regular E2E Testing of all products and new features integrated within Neurons ITSM product Develop and continuously innovate on Rest API, CLI and GUI based Automation frameworks for Neurons ITSM Platform Automate E2E use-cases for legacy and new features in parallel for Neurons ITSM Review the automation code written by other team members Maintain the CI/CD pipelines and framework for daily production runs Collaborate with SRE, Support Team and Project stakeholders on critical bug alerts uncovered by E2E team Understand all the critical and important features to be E2E automated by collaborating within team. Actively sharing all the results and customer scenarios automated with all necessary developers and stakeholders Identifying all the important customer scenarios and features for E2E Execution and automation Cross Collaborate with different orgs and development teams and help them in E2E Testing and Automation Log Issues, Debug and Triage Product Failures and help SRE/Dev Team in RCA and possible fixes.
About The TeamIvanti Engineering is a driving force behind transforming market challenges into innovative ideas and successful solutions that resonate with customers and achieve business objectives. By combining market insights, strategic planning, and cross-functional collaboration, the Engineering organization ensures every product release meets evolving user needs and competitive demands. This team is instrumental in developing Ivanti's purpose-built platform for CIOs and CISOs powered by Ivanti Neurons - a cloud-scale, hyperautomation layer that enables proactive healing, user-friendly security across the organization and provides an enhanced user experience. This department plays a pivotal role in shaping the company's growth trajectory through continuous innovation and customer-centric solutions.What You Will Be Doing       As a Senior Developer in Test -You will be a senior Automation engineer in Neurons ITSM team thereby driving the team and product to success Perform Regular E2E Testing of all products and new features integrated within Neurons ITSM product Develop and continuously innovate on Rest API, CLI and GUI based Automation frameworks for Neurons ITSM Platform Automate E2E use-cases for legacy and new features in parallel for Neurons ITSM Review the automation code written by other team members Maintain the CI/CD pipelines and framework for daily production runs Collaborate with SRE, Support Team and Project stakeholders on critical bug alerts uncovered by E2E team Understand all the critical and important features to be E2E automated by collaborating within team. Actively sharing all the results and customer scenarios automated with all necessary developers and stakeholders Identifying all the important customer scenarios and features for E2E Execution and automation Cross Collaborate with different orgs and development teams and help them in E2E Testing and Automation Log Issues, Debug and Triage Product Failures and help SRE/Dev Team in RCA and possible fixes.
To Be Successful in The Role, You Will Have       B.E. / B. Tech in Computer Science or equivalent with 6+ years of experience 
Must have experience in system integration test, writing & automating integrations test cases for large enterprise cloud & on-premise products.       Extensive experience in writing Automation Cases using .Net and Cypress/Selenium Experience in any Scripting Language Experience/Familiarity with RDBMS and NoSQL technologies.  Good Exposure to AWS/Azure technologies Good understanding with Windows OS  Good teamwork and communication skills  Good knowledge of Agile or Scrum methodologies Strong verbal and written communication skills are mandatory Excellent analytical and problem-solving skills are mandatory  Knowledge of security standards like Threat models, OWASP
The ITIL, IT Asset Management domain knowledge would be preferred.       Hand-on experience in micro-service architecture Good knowledge on dev-ops tools and processes
Roadmap for SuccessSuccess for a Senior Automation Engineer would be to take ownership of ITSM Features and ensure good automation coverage and make it run successfully against the production landscapes and stability of the automated cases is the utmost important one.The role involves successfully coordinating with multiple agile teams across ITSM platform development and understand the features thoroughly and adding them to the regression suits.Our Employer CommitmentThis job posting will remain active until a qualified candidate is identified.At Ivanti, we are committed to providing an environment of mutual respect where equal employment opportunities are available to all applicants and teammates without regard to race, color, religion, sex, pregnancy (including childbirth, lactation and related medical conditions), national origin, age, physical and mental disability, marital status, sexual orientation, gender identity, gender expression, genetic information (including characteristics and testing), military and veteran status, and any other characteristic protected by applicable law. Ivanti believes that diversity and inclusion among our teammates is critical to our success as a global company, and we seek to recruit, develop and retain the most talented people from a diverse candidate pool.If you require special assistance for the best interview experience, please contact us at  recruiting@ivanti.com ."
"QA Engineer","Automation QA","Virtusa","Chennai, Tamil Nadu, India","17 hours ago","31 people clicked apply","Apply","No","About the job
            

            
                
                  JD-Sr. Automation Engineer-QASeeking a skilled Technical QA Engineer with 5+ years of experience in software testing with a focus on test automation to join our quality assurance team and play a pivotal role in ensuring the delivery of high-quality software. The ideal candidate will have a strong technical background, proficiency in automation, and the ability to analyze complex systems to identify areas for improvement.Key Responsibilities:-Develop and execute automated test scripts using tools like Selenium, Appium, or similar frameworks.-Create and maintain test plans, test cases, and test data for functional, regression, and performance testing.-Collaborate with developers to understand technical implementation and define testing strategies.-Perform API testing using tools like Postman, SoapUI, or REST Assured.-Conduct root cause analysis for defects and provide actionable insights.-Integrate automated testing into CI/CD pipelines using tools like Jenkins, GitLab, or Azure DevOps.-Monitor and report on key quality metrics such as test coverage, defect density, and cycle time.-Stay updated on emerging trends and technologies in QA automation and software testing.-Proficiency in programming languages such as Java, Python, or JavaScript.-Strong understanding of software development lifecycle (SDLC) and testing methodologies (Agile, Scrum).-Hands on experience with test automation tools and frameworks (e.g., Selenium, Appium, JUnit, TestNG).-Familiarity with version control systems like Git.-Excellent problem-solving and analytical skills."
"QA Engineer","Senior QA Engineer (Manual + Automation)","Scopely","Bengaluru, Karnataka, India","Reposted 21 hours ago","Over 100 people clicked apply","Apply","No","About the job
            

            
                
                  DescriptionScopely is looking for a Senior QA Engineer to join The Looney Tunes team in Bangalore on a hybrid basis!At Scopely, we care deeply about what we do and want to inspire play, every day - whether in our work environments alongside our talented colleagues, or through our deep connections with our communities of players. We are a global team of game lovers who are developing, publishing and innovating the mobile games industry, connecting millions of people around the world daily.The Looney Tunes: World of Mayhem team embraces the "One Team, One Dream" culture daily. Everybody is empowered to work with high autonomy and ownership to deliver the best possible player experience.What You’ll DoThe role will involve a combination of manual and automation testing to ensure high-quality game experiences.      Estimate the effort required for software testing tasks, including mobile automationTest games on supported devices to ensure functionality and performanceReport bugs clearly and thoroughly, providing all necessary details for the responsible team to fully understand and resolve issuesDefine the priority of bugs based on established guidelines and project needsWrite comprehensive test cases aligned with functionality specifications; create test plans for version approval, incorporating both manual and automated testing strategiesEstablish testing processes for mobile automation with AI tools, integrating them into the CI/CD pipeline as neededMonitor and share quality control metrics, such as defect density, the number of open defects, and the effectiveness of automation testsIdentify the need for specialized tools to test functionalities and define their scope of useAdvocate for automation in testing, contributing to the creation, development, and maintenance of automated test scripts for both functional and regression testingLeverage AI tools and workflows to enhance automated testing processesCollaborate with cross-functional teams to proactively address issues, ensure seamless development cycles, and promote quality at every stage
What We’re Looking For      4+ years of experience in software testing, with a strong focus on mobile platforms. Gaming experience is a plus1+ years of experience working with mobile automation tools and frameworks (e.g., Appium, Selenium, or custom automation solutions)Familiarity with AI-based testing solutions and their application to improve testing coverage and efficiencyStrong understanding of software quality control techniques, tools, and methodsExperience with gaming engines like Unity and Unreal for testing and troubleshootingBachelor’s degree or equivalent experience in Information Systems, Computer Science, or Game DesignAnalytical Mindset: Ability to assess the real impact of bugs on the player's experience and prioritize accordinglyCuriosity: Eagerness to understand the reasons behind decisions in game development and their impact on the productProactive Approach: Ability to take initiative during challenges, actively seeking solutions with team members to complete tasks effectivelyCollaborative Communication: Skill in providing constructive feedback in a friendly, respectful manner to maintain a positive team environmentOwnership: Taking responsibility for testing processes, quality metrics, and defect management, ensuring the delivery of high-quality outcomes for the teamAutomation Focus: Hands-on experience in designing and developing automated tests, running them on device clouds, and driving continuous innovation with AI-powered solutions
At Scopely, we create games for everyone - and want to ensure that the people behind our games reflect that! We are committed to creating a diverse, supportive work environment where everyone is treated with respect. We are committed to providing equal employment opportunities and welcome individuals from all backgrounds to join us & embrace the adventure!About UsScopely is a global interactive entertainment and mobile-first video game company, home to many top, award-winning experiences such as "MONOPOLY GO!," “Star Trek™ Fleet Command,” “Stumble Guys,” “MARVEL Strike Force,” and “Yahtzee® With Buddies,” among others.Scopely creates, publishes, and live-operates immersive games that empower a directed-by-consumer™ experience across multiple platforms—from mobile, web, PC and beyond.Founded in 2011, Scopely is fueled by a world-class team and a proprietary technology platform Playgami that supports one of the most diversified portfolios in the games industry.Recognized multiple times as one of Fast Company’s “World’s Most Innovative Companies,” Scopely is a multi-billion-dollar business due to its ability to create long-lasting game experiences that players enjoy for years.Scopely has global operations in more than a dozen markets across Asia, EMEA, and North America, and is home to many internal game development teams, referred to as Scopely Studios, with additional game studio partners across four continents.Scopely was acquired by Savvy Games Group in July 2023 for $4.9 billion, and is now an independent subsidiary of Savvy.For more information on Scopely, visit: scopely.com.Notice to candidates: Scopely, Inc and its affiliates will never request payment or ask for financial information as a condition for applying to a position or receiving an offer of employment. All official Scopely, Inc. recruiters only use email domains that end with @scopely.com.Our official website is www.scopely.com. Please only apply to positions posted on our official website and ensure the recruiter only communicates via the official email domain.Should you have any questions or encounter any fraudulent requests/emails/websites, please immediately contact [email protected]."
